berkeley_db-CVE-2017-3604, tool 2, berkeley_db    , CVE-2017-3604  , NOT_SET        , PROTECTED_AT_PERIMETER, "Thursday - 1"
firefox-CVE-2020-12391, tool 2, firefox        , CVE-2020-12391 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12392, tool 2, firefox        , CVE-2020-12392 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12393, tool 2, firefox        , CVE-2020-12393 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12394, tool 2, firefox        , CVE-2020-12394 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12395, tool 2, firefox        , CVE-2020-12395 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12396, tool 2, firefox        , CVE-2020-12396 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12399, tool 2, firefox        , CVE-2020-12399 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12400, tool 2, firefox        , CVE-2020-12400 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12401, tool 2, firefox        , CVE-2020-12401 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12402, tool 2, firefox        , CVE-2020-12402 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12405, tool 2, firefox        , CVE-2020-12405 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12406, tool 2, firefox        , CVE-2020-12406 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12407, tool 2, firefox        , CVE-2020-12407 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12408, tool 2, firefox        , CVE-2020-12408 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12409, tool 2, firefox        , CVE-2020-12409 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12410, tool 2, firefox        , CVE-2020-12410 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12411, tool 2, firefox        , CVE-2020-12411 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12412, tool 2, firefox        , CVE-2020-12412 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12413, tool 2, firefox        , CVE-2020-12413 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12415, tool 2, firefox        , CVE-2020-12415 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12416, tool 2, firefox        , CVE-2020-12416 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12417, tool 2, firefox        , CVE-2020-12417 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12418, tool 2, firefox        , CVE-2020-12418 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12419, tool 2, firefox        , CVE-2020-12419 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12420, tool 2, firefox        , CVE-2020-12420 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12421, tool 2, firefox        , CVE-2020-12421 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12422, tool 2, firefox        , CVE-2020-12422 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12423, tool 2, firefox        , CVE-2020-12423 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12424, tool 2, firefox        , CVE-2020-12424 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12425, tool 2, firefox        , CVE-2020-12425 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-12426, tool 2, firefox        , CVE-2020-12426 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15647, tool 2, firefox        , CVE-2020-15647 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15648, tool 2, firefox        , CVE-2020-15648 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15652, tool 2, firefox        , CVE-2020-15652 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15653, tool 2, firefox        , CVE-2020-15653 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15654, tool 2, firefox        , CVE-2020-15654 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15655, tool 2, firefox        , CVE-2020-15655 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15656, tool 2, firefox        , CVE-2020-15656 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15657, tool 2, firefox        , CVE-2020-15657 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15658, tool 2, firefox        , CVE-2020-15658 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15659, tool 2, firefox        , CVE-2020-15659 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15663, tool 2, firefox        , CVE-2020-15663 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15664, tool 2, firefox        , CVE-2020-15664 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15665, tool 2, firefox        , CVE-2020-15665 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15666, tool 2, firefox        , CVE-2020-15666 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15667, tool 2, firefox        , CVE-2020-15667 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15668, tool 2, firefox        , CVE-2020-15668 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15670, tool 2, firefox        , CVE-2020-15670 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15671, tool 2, firefox        , CVE-2020-15671 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15673, tool 2, firefox        , CVE-2020-15673 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15674, tool 2, firefox        , CVE-2020-15674 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15675, tool 2, firefox        , CVE-2020-15675 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15676, tool 2, firefox        , CVE-2020-15676 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15677, tool 2, firefox        , CVE-2020-15677 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15678, tool 2, firefox        , CVE-2020-15678 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15680, tool 2, firefox        , CVE-2020-15680 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15681, tool 2, firefox        , CVE-2020-15681 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15682, tool 2, firefox        , CVE-2020-15682 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15683, tool 2, firefox        , CVE-2020-15683 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-15684, tool 2, firefox        , CVE-2020-15684 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-16012, tool 2, firefox        , CVE-2020-16012 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26950, tool 2, firefox        , CVE-2020-26950 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26951, tool 2, firefox        , CVE-2020-26951 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26952, tool 2, firefox        , CVE-2020-26952 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26953, tool 2, firefox        , CVE-2020-26953 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26954, tool 2, firefox        , CVE-2020-26954 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26955, tool 2, firefox        , CVE-2020-26955 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26956, tool 2, firefox        , CVE-2020-26956 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26957, tool 2, firefox        , CVE-2020-26957 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26958, tool 2, firefox        , CVE-2020-26958 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26959, tool 2, firefox        , CVE-2020-26959 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26960, tool 2, firefox        , CVE-2020-26960 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26961, tool 2, firefox        , CVE-2020-26961 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26962, tool 2, firefox        , CVE-2020-26962 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26963, tool 2, firefox        , CVE-2020-26963 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26964, tool 2, firefox        , CVE-2020-26964 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26965, tool 2, firefox        , CVE-2020-26965 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26966, tool 2, firefox        , CVE-2020-26966 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26967, tool 2, firefox        , CVE-2020-26967 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26968, tool 2, firefox        , CVE-2020-26968 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26969, tool 2, firefox        , CVE-2020-26969 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26971, tool 2, firefox        , CVE-2020-26971 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26972, tool 2, firefox        , CVE-2020-26972 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26973, tool 2, firefox        , CVE-2020-26973 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26974, tool 2, firefox        , CVE-2020-26974 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26975, tool 2, firefox        , CVE-2020-26975 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26976, tool 2, firefox        , CVE-2020-26976 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26977, tool 2, firefox        , CVE-2020-26977 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26978, tool 2, firefox        , CVE-2020-26978 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-26979, tool 2, firefox        , CVE-2020-26979 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-35111, tool 2, firefox        , CVE-2020-35111 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-35112, tool 2, firefox        , CVE-2020-35112 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-35113, tool 2, firefox        , CVE-2020-35113 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-35114, tool 2, firefox        , CVE-2020-35114 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6796, tool 2, firefox        , CVE-2020-6796  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6797, tool 2, firefox        , CVE-2020-6797  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6798, tool 2, firefox        , CVE-2020-6798  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6799, tool 2, firefox        , CVE-2020-6799  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6800, tool 2, firefox        , CVE-2020-6800  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6801, tool 2, firefox        , CVE-2020-6801  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6805, tool 2, firefox        , CVE-2020-6805  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6806, tool 2, firefox        , CVE-2020-6806  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6807, tool 2, firefox        , CVE-2020-6807  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6808, tool 2, firefox        , CVE-2020-6808  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6809, tool 2, firefox        , CVE-2020-6809  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6810, tool 2, firefox        , CVE-2020-6810  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6811, tool 2, firefox        , CVE-2020-6811  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6812, tool 2, firefox        , CVE-2020-6812  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6813, tool 2, firefox        , CVE-2020-6813  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6814, tool 2, firefox        , CVE-2020-6814  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6815, tool 2, firefox        , CVE-2020-6815  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6819, tool 2, firefox        , CVE-2020-6819  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6820, tool 2, firefox        , CVE-2020-6820  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6821, tool 2, firefox        , CVE-2020-6821  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6822, tool 2, firefox        , CVE-2020-6822  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6823, tool 2, firefox        , CVE-2020-6823  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6824, tool 2, firefox        , CVE-2020-6824  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6825, tool 2, firefox        , CVE-2020-6825  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6826, tool 2, firefox        , CVE-2020-6826  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6829, tool 2, firefox        , CVE-2020-6829  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2020-6831, tool 2, firefox        , CVE-2020-6831  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23953, tool 2, firefox        , CVE-2021-23953 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23954, tool 2, firefox        , CVE-2021-23954 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23955, tool 2, firefox        , CVE-2021-23955 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23956, tool 2, firefox        , CVE-2021-23956 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23957, tool 2, firefox        , CVE-2021-23957 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23958, tool 2, firefox        , CVE-2021-23958 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23959, tool 2, firefox        , CVE-2021-23959 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23960, tool 2, firefox        , CVE-2021-23960 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23961, tool 2, firefox        , CVE-2021-23961 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23962, tool 2, firefox        , CVE-2021-23962 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23963, tool 2, firefox        , CVE-2021-23963 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23964, tool 2, firefox        , CVE-2021-23964 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23965, tool 2, firefox        , CVE-2021-23965 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23968, tool 2, firefox        , CVE-2021-23968 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23969, tool 2, firefox        , CVE-2021-23969 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23970, tool 2, firefox        , CVE-2021-23970 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23971, tool 2, firefox        , CVE-2021-23971 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23972, tool 2, firefox        , CVE-2021-23972 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23973, tool 2, firefox        , CVE-2021-23973 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23974, tool 2, firefox        , CVE-2021-23974 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23975, tool 2, firefox        , CVE-2021-23975 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23976, tool 2, firefox        , CVE-2021-23976 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23977, tool 2, firefox        , CVE-2021-23977 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23978, tool 2, firefox        , CVE-2021-23978 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23979, tool 2, firefox        , CVE-2021-23979 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23981, tool 2, firefox        , CVE-2021-23981 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23982, tool 2, firefox        , CVE-2021-23982 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23983, tool 2, firefox        , CVE-2021-23983 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23984, tool 2, firefox        , CVE-2021-23984 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23985, tool 2, firefox        , CVE-2021-23985 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23986, tool 2, firefox        , CVE-2021-23986 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23987, tool 2, firefox        , CVE-2021-23987 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23988, tool 2, firefox        , CVE-2021-23988 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23994, tool 2, firefox        , CVE-2021-23994 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23995, tool 2, firefox        , CVE-2021-23995 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23996, tool 2, firefox        , CVE-2021-23996 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23997, tool 2, firefox        , CVE-2021-23997 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23998, tool 2, firefox        , CVE-2021-23998 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-23999, tool 2, firefox        , CVE-2021-23999 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-24000, tool 2, firefox        , CVE-2021-24000 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-24001, tool 2, firefox        , CVE-2021-24001 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-24002, tool 2, firefox        , CVE-2021-24002 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29944, tool 2, firefox        , CVE-2021-29944 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29945, tool 2, firefox        , CVE-2021-29945 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29946, tool 2, firefox        , CVE-2021-29946 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29947, tool 2, firefox        , CVE-2021-29947 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29951, tool 2, firefox        , CVE-2021-29951 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29952, tool 2, firefox        , CVE-2021-29952 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29953, tool 2, firefox        , CVE-2021-29953 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29955, tool 2, firefox        , CVE-2021-29955 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29962, tool 2, firefox        , CVE-2021-29962 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29963, tool 2, firefox        , CVE-2021-29963 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29964, tool 2, firefox        , CVE-2021-29964 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29965, tool 2, firefox        , CVE-2021-29965 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29967, tool 2, firefox        , CVE-2021-29967 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29968, tool 2, firefox        , CVE-2021-29968 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29970, tool 2, firefox        , CVE-2021-29970 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29971, tool 2, firefox        , CVE-2021-29971 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29972, tool 2, firefox        , CVE-2021-29972 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29973, tool 2, firefox        , CVE-2021-29973 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29974, tool 2, firefox        , CVE-2021-29974 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29975, tool 2, firefox        , CVE-2021-29975 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29976, tool 2, firefox        , CVE-2021-29976 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29977, tool 2, firefox        , CVE-2021-29977 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29980, tool 2, firefox        , CVE-2021-29980 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29981, tool 2, firefox        , CVE-2021-29981 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29982, tool 2, firefox        , CVE-2021-29982 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29983, tool 2, firefox        , CVE-2021-29983 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29984, tool 2, firefox        , CVE-2021-29984 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29985, tool 2, firefox        , CVE-2021-29985 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29986, tool 2, firefox        , CVE-2021-29986 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29987, tool 2, firefox        , CVE-2021-29987 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29988, tool 2, firefox        , CVE-2021-29988 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29989, tool 2, firefox        , CVE-2021-29989 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29990, tool 2, firefox        , CVE-2021-29990 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29991, tool 2, firefox        , CVE-2021-29991 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-29993, tool 2, firefox        , CVE-2021-29993 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-30547, tool 2, firefox        , CVE-2021-30547 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38491, tool 2, firefox        , CVE-2021-38491 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38492, tool 2, firefox        , CVE-2021-38492 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38493, tool 2, firefox        , CVE-2021-38493 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38494, tool 2, firefox        , CVE-2021-38494 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38496, tool 2, firefox        , CVE-2021-38496 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38497, tool 2, firefox        , CVE-2021-38497 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38498, tool 2, firefox        , CVE-2021-38498 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38499, tool 2, firefox        , CVE-2021-38499 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38500, tool 2, firefox        , CVE-2021-38500 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38501, tool 2, firefox        , CVE-2021-38501 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38503, tool 2, firefox        , CVE-2021-38503 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38504, tool 2, firefox        , CVE-2021-38504 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38505, tool 2, firefox        , CVE-2021-38505 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38506, tool 2, firefox        , CVE-2021-38506 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38507, tool 2, firefox        , CVE-2021-38507 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38508, tool 2, firefox        , CVE-2021-38508 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38509, tool 2, firefox        , CVE-2021-38509 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-38510, tool 2, firefox        , CVE-2021-38510 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-4128, tool 2, firefox        , CVE-2021-4128  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-4129, tool 2, firefox        , CVE-2021-4129  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-4140, tool 2, firefox        , CVE-2021-4140  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2021-4221, tool 2, firefox        , CVE-2021-4221  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
